id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
kvFNVAOHH1MEP_2uJcO1Pg,pousada-de-lisboa-lisboa-2,Pousada de Lisboa,https://s3-media2.fl.yelpcdn.com/bphoto/kMZYN3weWT85GXhnuFRWfw/o.jpg,False,https://www.yelp.com/biz/pousada-de-lisboa-lisboa-2?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,7,"[{'alias': 'guesthouses', 'title': 'Guest Houses'}]",4.7,"{'latitude': 38.7082347, 'longitude': -9.1378503}",[],,"{'address1': 'Praça do Comércio, 31-34', 'address2': '', 'address3': None, 'city': 'Lisbon', 'zip_code': '1100-148', 'country': 'PT', 'state': '11', 'display_address': ['Praça do Comércio, 31-34', '1100-148 Lisbon', 'Portugal']}",+351210407640,+351 21 040 7640,3331.6712795049907
jBtK8qVZ-KlH37_NhIlaQw,pestana-palace-lisboa-lisboa,Pestana Palace Lisboa,https://s3-media1.fl.yelpcdn.com/bphoto/Dx7B7eqi-MeJeJ6OhH93bw/o.jpg,False,https://www.yelp.com/biz/pestana-palace-lisboa-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,17,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.4,"{'latitude': 38.703699, 'longitude': -9.18667}",[],€€€€,"{'address1': 'R. Jau, 54', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1300-314', 'country': 'PT', 'state': '11', 'display_address': ['R. Jau, 54', '1300-314 Lisbon', 'Portugal']}",+351213615600,+351 21 361 5600,4776.042939032331
Yk6x3GErEUH9vXxdzmO5nQ,doubletree-by-hilton-hotel-lisbon-fontana-park-lisboa-3,DoubleTree by Hilton Hotel Lisbon - Fontana Park,https://s3-media4.fl.yelpcdn.com/bphoto/QqzKivry6AN73k5m81pNNg/o.jpg,False,https://www.yelp.com/biz/doubletree-by-hilton-hotel-lisbon-fontana-park-lisboa-3?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,32,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.4,"{'latitude': 38.731272, 'longitude': -9.143995}",[],€€,"{'address1': 'R. Engenheiro Vieira da Silva, 2', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1050-105', 'country': 'PT', 'state': '11', 'display_address': ['R. Engenheiro Vieira da Silva, 2', '1050-105 Lisbon', 'Portugal']}",+351210410600,+351 21 041 0600,825.8542108477076
Dds8XUKMlB6bmW3wHfyxtQ,lapa-palace-hotel-lisboa,Lapa Palace Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/m9cXH_qnLy8VHXsFMJm6mg/o.jpg,False,https://www.yelp.com/biz/lapa-palace-hotel-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,12,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.8,"{'latitude': 38.7068291, 'longitude': -9.1638298}",[],€€€,"{'address1': 'Rua Pau de Bandeira, 4', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1249-021', 'country': 'PT', 'state': '11', 'display_address': ['Rua Pau de Bandeira, 4', '1249-021 Lisbon', 'Portugal']}",+351213949494,+351 21 394 9494,3470.002426466388
lIgc3taoaT4ZForepyUTqw,heritage-avenida-liberdade-hotel-lisboa,Heritage Avenida Liberdade Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/BRCALl-caFFJZbvviCdMHg/o.jpg,False,https://www.yelp.com/biz/heritage-avenida-liberdade-hotel-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,8,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.6,"{'latitude': 38.7176112, 'longitude': -9.1427707}",[],€€€,"{'address1': 'Av. da Liberdade, 28', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1250-145', 'country': 'PT', 'state': '11', 'display_address': ['Av. da Liberdade, 28', '1250-145 Lisbon', 'Portugal']}",+351213404040,+351 21 340 4040,2202.051319256768
H9Q1sJ0t4AZpJRM1DvOs3w,hotel-sofitel-lisbon-liberdade-lisboa-2,Hotel Sofitel Lisbon Liberdade,https://s3-media3.fl.yelpcdn.com/bphoto/yU93tgEPV3hBLLo8VQSZXw/o.jpg,False,https://www.yelp.com/biz/hotel-sofitel-lisbon-liberdade-lisboa-2?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,27,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.8,"{'latitude': 38.7188, 'longitude': -9.14489}",[],€€€,"{'address1': 'Avenida Da Liberdade 127', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1269-038', 'country': 'PT', 'state': '11', 'display_address': ['Avenida Da Liberdade 127', '1269-038 Lisbon', 'Portugal']}",+351213228300,+351 21 322 8300,2022.1031284310309
nwBdT3UNgxwPc4-inOGkSw,lisboa-carmo-hotel-lisboa,Lisboa Carmo Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/AxRa8w8WPqSVaoLtqnWG_g/o.jpg,False,https://www.yelp.com/biz/lisboa-carmo-hotel-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,13,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.4,"{'latitude': 38.712221, 'longitude': -9.141235}",[],€€,"{'address1': 'R. da Oliveira ao Carmo, 1-3', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1200-307', 'country': 'PT', 'state': '11', 'display_address': ['R. da Oliveira ao Carmo, 1-3', '1200-307 Lisbon', 'Portugal']}",+351213264710,+351 21 326 4710,2813.234913325712
1mkAYR_AlZeM_IkPmk-68A,lisbon-marriott-hotel-lisbon,Lisbon Marriott Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/mwA6DrkO54sdBgdJdsbK_w/o.jpg,False,https://www.yelp.com/biz/lisbon-marriott-hotel-lisbon?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,29,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.0,"{'latitude': 38.7469852543174, 'longitude': -9.16399476950244}",[],€€€,"{'address1': 'Avenida dos Combatentes 45', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1600-042', 'country': 'PT', 'state': '11', 'display_address': ['Avenida dos Combatentes 45', '1600-042 Lisbon', 'Portugal']}",+351217235400,+351 21 723 5400,1636.9017170922523
Ymx-nnEENCvo55ExfLpMiw,intercontinental-lisbon-lisboa,InterContinental Lisbon,https://s3-media1.fl.yelpcdn.com/bphoto/PBmpgw9WbcSsPzZkeHytjA/o.jpg,False,https://www.yelp.com/biz/intercontinental-lisbon-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,17,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.1,"{'latitude': 38.726799, 'longitude': -9.155437}",[],€€€,"{'address1': 'R. Castelho, 149', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1099-034', 'country': 'PT', 'state': '11', 'display_address': ['R. Castelho, 149', '1099-034 Lisbon', 'Portugal']}",+351213818700,+351 21 381 8700,1133.4454151219666
b6bSO7KZQde5JdPem99RUg,tivoli-avenida-liberdade-lisboa-lisboa-2,Tivoli Avenida Liberdade Lisboa,https://s3-media3.fl.yelpcdn.com/bphoto/O8iLmaIrJ4nUrTX8etIgbA/o.jpg,False,https://www.yelp.com/biz/tivoli-avenida-liberdade-lisboa-lisboa-2?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,28,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,"{'latitude': 38.721, 'longitude': -9.146965}",[],€€€,"{'address1': 'Av. da Liberdade, 185', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1269-050', 'country': 'PT', 'state': '11', 'display_address': ['Av. da Liberdade, 185', '1269-050 Lisbon', 'Portugal']}",+351213198900,+351 21 319 8900,1742.7235203580665
9C4j9wot_OZgHx-LSzIg8w,hotel-santa-justa-lisboa,Hotel Santa Justa,https://s3-media3.fl.yelpcdn.com/bphoto/R05jnchPnEW9c4FIVyaKow/o.jpg,False,https://www.yelp.com/biz/hotel-santa-justa-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,18,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.7,"{'latitude': 38.7124676, 'longitude': -9.1379317}",[],€€,"{'address1': 'Rua dos Correeiros 204', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1100-170', 'country': 'PT', 'state': '11', 'display_address': ['Rua dos Correeiros 204', '1100-170 Lisbon', 'Portugal']}",+351210499000,+351 21 049 9000,2886.4652527651765
3SPxa90mdRwMLdIySZFMsw,memmo-alfama-lisboa,Memmo Alfama,https://s3-media4.fl.yelpcdn.com/bphoto/N55GtPXjGDGtmtGsh8abbA/o.jpg,False,https://www.yelp.com/biz/memmo-alfama-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,27,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.2,"{'latitude': 38.7103348, 'longitude': -9.130806}",[],€€,"{'address1': 'Travessa das Merceeiras 27', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1100-348', 'country': 'PT', 'state': '11', 'display_address': ['Travessa das Merceeiras 27', '1100-348 Lisbon', 'Portugal']}",+351210495660,+351 21 049 5660,3398.665778781968
j7aSumyYuKkLP1ZjrUUhMA,corinthia-lisbon-lisboa,Corinthia Lisbon,https://s3-media4.fl.yelpcdn.com/bphoto/LTcTW2EKRI69vyFUITyEYQ/o.jpg,False,https://www.yelp.com/biz/corinthia-lisbon-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,29,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.2,"{'latitude': 38.7386055, 'longitude': -9.1665029}",[],€€€,"{'address1': 'Av. Columbano Bordalo Pinheiro, 105', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1099-031', 'country': 'PT', 'state': '11', 'display_address': ['Av. Columbano Bordalo Pinheiro, 105', '1099-031 Lisbon', 'Portugal']}",+351217236300,+351 21 723 6300,1373.9361242096093
-A0Yvm5x9xoTiExHJPseEA,as-janelas-verdes-lisboa,As Janelas Verdes,https://s3-media3.fl.yelpcdn.com/bphoto/19cMKeVoszwWktrfxYKB2A/o.jpg,False,https://www.yelp.com/biz/as-janelas-verdes-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,8,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.6,"{'latitude': 38.705457, 'longitude': -9.160237}",[],€€€,"{'address1': 'R. das Janelas Verdes, 47', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1200-690', 'country': 'PT', 'state': '11', 'display_address': ['R. das Janelas Verdes, 47', '1200-690 Lisbon', 'Portugal']}",+351213968143,+351 21 396 8143,3530.516193362668
kz1oo1jVegg-9vWz3xfpKQ,hotel-holliday-inn-lisbon-continental-lisboa,Hotel Holliday Inn Lisbon - Continental,https://s3-media3.fl.yelpcdn.com/bphoto/_b0QJBvf-su23jgKuJEfvA/o.jpg,False,https://www.yelp.com/biz/hotel-holliday-inn-lisbon-continental-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,8,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.5,"{'latitude': 38.7413101, 'longitude': -9.1498299}",[],€€,"{'address1': 'Rua Laura Alves, 9', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1069-169', 'country': 'PT', 'state': '11', 'display_address': ['Rua Laura Alves, 9', '1069-169 Lisbon', 'Portugal']}",+351210046000,+351 21 004 6000,552.4088415459012
NJD2cy2VwKQighP2E9uJSw,rossio-hostel-lisboa,Rossio Hostel,https://s3-media3.fl.yelpcdn.com/bphoto/5BNGEafljIs1rGVd2Hgrbw/o.jpg,False,https://www.yelp.com/biz/rossio-hostel-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,4,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'bedbreakfast', 'title': 'Bed & Breakfast'}, {'alias': 'vacation_rentals', 'title': 'Vacation Rentals'}]",5.0,"{'latitude': 38.7130805, 'longitude': -9.1409173}",[],€,"{'address1': 'Calçada do Carmo nº 6, 2 dto', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1200-091', 'country': 'PT', 'state': '11', 'display_address': ['Calçada do Carmo nº 6, 2 dto', '1200-091 Lisbon', 'Portugal']}",+351213426004,+351 21 342 6004,2730.81338020533
CW1gOMTDC5ZBnErrGx0yxw,corpo-santo-lisbon-historical-hotel-lisboa,Corpo Santo Lisbon Historical Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/U_9SYiPwlMu3XOwmmmrTSw/o.jpg,False,https://www.yelp.com/biz/corpo-santo-lisbon-historical-hotel-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,20,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.8,"{'latitude': 38.707319, 'longitude': -9.142059}",[],,"{'address1': 'Largo do Corpo Santo, 25', 'address2': '', 'address3': None, 'city': 'Lisbon', 'zip_code': '1200-129', 'country': 'PT', 'state': '11', 'display_address': ['Largo do Corpo Santo, 25', '1200-129 Lisbon', 'Portugal']}",+351218288000,+351 21 828 8000,3320.110230385057
VjsO6GrOQDoC1qrF4cjJ6w,júpiter-lisboa-hotel-lisboa,Júpiter Lisboa Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/4Xu2v4MynUy6C_GjcIf5yA/o.jpg,False,https://www.yelp.com/biz/j%C3%BApiter-lisboa-hotel-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,8,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.4,"{'latitude': 38.73948, 'longitude': -9.14586}",[],€€€,"{'address1': 'Av. da República, 46', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1050-195', 'country': 'PT', 'state': '11', 'display_address': ['Av. da República, 46', '1050-195 Lisbon', 'Portugal']}",+351210730100,+351 21 073 0100,565.927425270363
015YBPHeyIgjITEVjZShfA,tivoli-hotel-lisboa-2,Tivoli Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/fFEiXBWmbn4eBtUbIMChcg/o.jpg,False,https://www.yelp.com/biz/tivoli-hotel-lisboa-2?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,11,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.5,"{'latitude': 38.766702, 'longitude': -9.0982}",[],€€,"{'address1': 'Av. Dom Joao II, 27', 'address2': 'Parque das Nações', 'address3': '', 'city': 'Lisbon', 'zip_code': '1990-083', 'country': 'PT', 'state': '11', 'display_address': ['Av. Dom Joao II, 27', 'Parque das Nações', '1990-083 Lisbon', 'Portugal']}",+351218915100,+351 21 891 5100,5681.858048696449
ud5jr6GocT-v6_BOSqtCtg,santiago-de-alfama-boutique-hotel-lisboa,Santiago de Alfama - Boutique Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/mBRBiTOYdv2zkiUu4OjubA/o.jpg,False,https://www.yelp.com/biz/santiago-de-alfama-boutique-hotel-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,"{'latitude': 38.711419, 'longitude': -9.131216}",[],,"{'address1': 'R. de Santiago, 10-14', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1100-494', 'country': 'PT', 'state': '11', 'display_address': ['R. de Santiago, 10-14', '1100-494 Lisbon', 'Portugal']}",+351213941616,+351 21 394 1616,3258.4851075618058
_hWiNWd-EG5TTu3RvTxGWg,olissipo-oriente-lisboa,Olissipo Oriente,https://s3-media4.fl.yelpcdn.com/bphoto/c0xxLprwoFApMlttYE1k3w/o.jpg,False,https://www.yelp.com/biz/olissipo-oriente-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,4,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.3,"{'latitude': 38.7649276867058, 'longitude': -9.09779600150262}",[],,"{'address1': 'Av. D. João II, Lote 1.03.2.2', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1990-083', 'country': 'PT', 'state': '11', 'display_address': ['Av. D. João II, Lote 1.03.2.2', '1990-083 Lisbon', 'Portugal']}",+351218929100,+351 21 892 9100,5595.845539043335
